"cell_id","sector_name","sector_letter","sector_number","grid.grid"
99,"O12","O","12",list(c(-27.2518762274286, -27.2402664905282, -27.2402664905282, -27.2518762274286, -27.2518762274286, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
100,"O13","O","13",list(c(-27.2402664905282, -27.2286567536278, -27.2286567536278, -27.2402664905282, -27.2402664905282, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
101,"O14","O","14",list(c(-27.2286567536278, -27.2170470167273, -27.2170470167273, -27.2286567536278, -27.2286567536278, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
102,"O15","O","15",list(c(-27.2170470167273, -27.2054372798269, -27.2054372798269, -27.2170470167273, -27.2170470167273, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
103,"O16","O","16",list(c(-27.2054372798269, -27.1938275429265, -27.1938275429265, -27.2054372798269, -27.2054372798269, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
104,"O17","O","17",list(c(-27.1938275429265, -27.1822178060261, -27.1822178060261, -27.1938275429265, -27.1938275429265, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
105,"O18","O","18",list(c(-27.1822178060261, -27.1706080691256, -27.1706080691256, -27.1822178060261, -27.1822178060261, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
106,"O19","O","19",list(c(-27.1706080691256, -27.1589983322252, -27.1589983322252, -27.1706080691256, -27.1706080691256, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
107,"O20","O","20",list(c(-27.1589983322252, -27.1473885953248, -27.1473885953248, -27.1589983322252, -27.1589983322252, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
108,"O21","O","21",list(c(-27.1473885953248, -27.1357788584243, -27.1357788584243, -27.1473885953248, -27.1473885953248, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
109,"O22","O","22",list(c(-27.1357788584243, -27.1241691215239, -27.1241691215239, -27.1357788584243, -27.1357788584243, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
110,"O23","O","23",list(c(-27.1241691215239, -27.1125593846235, -27.1125593846235, -27.1241691215239, -27.1241691215239, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
111,"O24","O","24",list(c(-27.1125593846235, -27.100949647723, -27.100949647723, -27.1125593846235, -27.1125593846235, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
112,"O25","O","25",list(c(-27.100949647723, -27.0893399108226, -27.0893399108226, -27.100949647723, -27.100949647723, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
113,"O26","O","26",list(c(-27.0893399108226, -27.0777301739222, -27.0777301739222, -27.0893399108226, -27.0893399108226, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
114,"O27","O","27",list(c(-27.0777301739222, -27.0661204370217, -27.0661204370217, -27.0777301739222, -27.0777301739222, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
115,"O28","O","28",list(c(-27.0661204370217, -27.0545107001213, -27.0545107001213, -27.0661204370217, -27.0661204370217, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
116,"O29","O","29",list(c(-27.0545107001213, -27.0429009632209, -27.0429009632209, -27.0545107001213, -27.0545107001213, 38.6676310071129, 38.6676310071129, 38.6766951244301, 38.6766951244301, 38.6676310071129))
117,"N1","N","1",list(c(-27.3795833333334, -27.367973596433, -27.367973596433, -27.3795833333334, -27.3795833333334, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
118,"N2","N","2",list(c(-27.367973596433, -27.3563638595325, -27.3563638595325, -27.367973596433, -27.367973596433, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
119,"N3","N","3",list(c(-27.3563638595325, -27.3447541226321, -27.3447541226321, -27.3563638595325, -27.3563638595325, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
120,"N4","N","4",list(c(-27.3447541226321, -27.3331443857317, -27.3331443857317, -27.3447541226321, -27.3447541226321, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
121,"N5","N","5",list(c(-27.3331443857317, -27.3215346488312, -27.3215346488312, -27.3331443857317, -27.3331443857317, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
122,"N6","N","6",list(c(-27.3215346488312, -27.3099249119308, -27.3099249119308, -27.3215346488312, -27.3215346488312, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
123,"N7","N","7",list(c(-27.3099249119308, -27.2983151750304, -27.2983151750304, -27.3099249119308, -27.3099249119308, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
124,"N8","N","8",list(c(-27.2983151750304, -27.2867054381299, -27.2867054381299, -27.2983151750304, -27.2983151750304, 38.6766951244301, 38.6766951244301, 38.6857580940543, 38.6857580940543, 38.6766951244301))
